SIGLA_PARTIDO,ANO_ELEICAO,UF,CODIGO_CARGO,QTDE_CANDIDATOS,QTDE_VOTOS,QTDE_ELEITOS
PCB,2014,AC,1,1,68,
PCB,2014,AL,1,1,892,
PCB,2014,AM,1,1,545,
PCB,2014,AP,1,1,162,
PCB,2014,BA,1,2,2891,
PCB,2014,CE,1,2,1833,
PCB,2014,DF,1,1,559,
PCB,2014,ES,1,2,726,
PCB,2014,GO,1,2,1258,
PCB,2014,MA,1,2,1152,
PCB,2014,MG,1,2,5470,
PCB,2014,MS,1,1,390,
PCB,2014,MT,1,1,529,
PCB,2014,PA,1,2,834,
PCB,2014,PB,1,1,796,
PCB,2014,PE,1,2,1720,
PCB,2014,PI,1,2,488,
PCB,2014,PR,1,2,2410,
PCB,2014,RJ,1,2,8560,
PCB,2014,RN,1,1,641,
PCB,2014,RO,1,1,208,
PCB,2014,RR,1,2,72,
PCB,2014,RS,1,2,2304,
PCB,2014,SC,1,2,1414,
PCB,2014,SE,1,1,764,
PCB,2014,SP,1,2,10672,
PCB,2014,TO,1,1,261,
PCB,2014,ZZ,1,38,261,
PCO,2014,AC,1,1,14,
PCO,2014,AL,1,1,125,
PCO,2014,AM,1,1,98,
PCO,2014,AP,1,1,21,
PCO,2014,BA,1,1,555,
PCO,2014,CE,1,1,342,
PCO,2014,DF,1,1,473,
PCO,2014,ES,1,1,215,
PCO,2014,GO,1,1,301,
PCO,2014,MA,1,1,158,
PCO,2014,MG,1,1,1489,
PCO,2014,MS,1,1,97,
PCO,2014,MT,1,1,101,
PCO,2014,PA,1,1,207,
PCO,2014,PB,1,1,247,
PCO,2014,PE,1,1,322,
PCO,2014,PI,1,1,151,
PCO,2014,PR,1,1,560,
PCO,2014,RJ,1,2,1451,
PCO,2014,RN,1,2,163,
PCO,2014,RO,1,1,63,
PCO,2014,RR,1,1,48,
PCO,2014,RS,1,1,505,
PCO,2014,SC,1,2,391,
PCO,2014,SE,1,1,142,
PCO,2014,SP,1,2,3974,
PCO,2014,TO,1,1,44,
PCO,2014,ZZ,1,16,73,
PRTB,2014,AC,1,2,640,
PRTB,2014,AL,1,2,7073,
PRTB,2014,AM,1,2,10264,
PRTB,2014,AP,1,2,1550,
PRTB,2014,BA,1,2,15339,
PRTB,2014,CE,1,2,15979,
PRTB,2014,DF,1,2,15286,
PRTB,2014,ES,1,2,9024,
PRTB,2014,GO,1,2,12395,
PRTB,2014,MA,1,1,6707,
PRTB,2014,MG,1,2,25949,
PRTB,2014,MS,1,2,4624,
PRTB,2014,MT,1,2,4463,
PRTB,2014,PA,1,2,11508,
PRTB,2014,PB,1,2,7540,
PRTB,2014,PE,1,2,11503,
PRTB,2014,PI,1,1,2338,
PRTB,2014,PR,1,2,33631,
PRTB,2014,RJ,1,2,65029,
PRTB,2014,RN,1,2,5296,
PRTB,2014,RO,1,2,3823,
PRTB,2014,RR,1,2,1290,
PRTB,2014,RS,1,2,17968,
PRTB,2014,SC,1,2,15779,
PRTB,2014,SE,1,2,3678,
PRTB,2014,SP,1,2,136282,
PRTB,2014,TO,1,1,1654,
PRTB,2014,ZZ,1,37,436,
PSB,2014,AC,1,2,167707,
PSB,2014,AL,1,2,356974,
PSB,2014,AM,1,2,362030,
PSB,2014,AP,1,2,77880,
PSB,2014,BA,1,2,1285237,
PSB,2014,CE,1,2,639113,
PSB,2014,DF,1,2,566728,
PSB,2014,ES,1,2,568507,
PSB,2014,GO,1,2,772025,
PSB,2014,MA,1,2,535202,
PSB,2014,MG,1,2,1556595,
PSB,2014,MS,1,2,258147,
PSB,2014,MT,1,2,220226,
PSB,2014,PA,1,2,627626,
PSB,2014,PB,1,2,393980,
PSB,2014,PE,1,2,2312282,
PSB,2014,PI,1,2,246421,
PSB,2014,PR,1,2,862955,
PSB,2014,RJ,1,2,2593713,
PSB,2014,RN,1,2,286541,
PSB,2014,RO,1,2,86438,
PSB,2014,RR,1,2,47238,
PSB,2014,RS,1,2,733508,
PSB,2014,SC,1,2,477261,
PSB,2014,SE,1,2,203592,
PSB,2014,SP,1,2,5770022,
PSB,2014,TO,1,2,150812,
PSB,2014,ZZ,1,89,34527,
PSC,2014,AC,1,1,1203,
PSC,2014,AL,1,1,8413,
PSC,2014,AM,1,2,42709,
PSC,2014,AP,1,2,5118,
PSC,2014,BA,1,2,37198,
PSC,2014,CE,1,2,25756,
PSC,2014,DF,1,2,10062,
PSC,2014,ES,1,2,16142,
PSC,2014,GO,1,2,19010,
PSC,2014,MA,1,2,22392,
PSC,2014,MG,1,2,67504,
PSC,2014,MS,1,2,6981,
PSC,2014,MT,1,1,9129,
PSC,2014,PA,1,2,43072,
PSC,2014,PB,1,2,12103,
PSC,2014,PE,1,2,15694,
PSC,2014,PI,1,2,6287,
PSC,2014,PR,1,2,40674,
PSC,2014,RJ,1,2,136183,
PSC,2014,RN,1,2,13318,
PSC,2014,RO,1,2,12513,
PSC,2014,RR,1,2,5199,
PSC,2014,RS,1,2,33067,
PSC,2014,SC,1,2,23679,
PSC,2014,SE,1,2,18781,
PSC,2014,SP,1,2,142891,
PSC,2014,TO,1,2,4743,
PSC,2014,ZZ,1,41,906,
PSDB,2014,AC,1,2,116203,
PSDB,2014,AL,1,2,312084,
PSDB,2014,AM,1,2,326780,
PSDB,2014,AP,1,2,99204,
PSDB,2014,BA,1,2,1278421,
PSDB,2014,CE,1,2,678431,
PSDB,2014,DF,1,2,572617,
PSDB,2014,ES,1,2,695218,
PSDB,2014,GO,1,2,1342199,
PSDB,2014,MA,1,2,365867,
PSDB,2014,MG,1,2,4421300,
PSDB,2014,MS,1,2,559321,
PSDB,2014,MT,1,2,694259,
PSDB,2014,PA,1,2,1058808,
PSDB,2014,PB,1,2,491408,
PSDB,2014,PE,1,2,285859,
PSDB,2014,PI,1,2,242443,
PSDB,2014,PR,1,2,3025428,
PSDB,2014,RJ,1,2,2252961,
PSDB,2014,RN,1,2,330662,
PSDB,2014,RO,1,2,372182,
PSDB,2014,RR,1,2,109237,
PSDB,2014,RS,1,2,2642056,
PSDB,2014,SC,1,2,1966320,
PSDB,2014,SE,1,2,249088,
PSDB,2014,SP,1,2,10179154,
PSDB,2014,TO,1,2,203484,
PSDB,2014,ZZ,1,89,65713,
PSDC,2014,AC,1,1,282,
PSDC,2014,AL,1,2,611,
PSDC,2014,AM,1,1,621,
PSDC,2014,AP,1,1,435,
PSDC,2014,BA,1,1,1828,
PSDC,2014,CE,1,2,3194,
PSDC,2014,DF,1,1,1295,
PSDC,2014,ES,1,1,1133,
PSDC,2014,GO,1,1,1948,
PSDC,2014,MA,1,1,2205,
PSDC,2014,MG,1,2,5546,
PSDC,2014,MS,1,2,479,
PSDC,2014,MT,1,2,471,
PSDC,2014,PA,1,1,915,
PSDC,2014,PB,1,1,911,
PSDC,2014,PE,1,1,1266,
PSDC,2014,PI,1,1,752,
PSDC,2014,PR,1,2,4829,
PSDC,2014,RJ,1,2,11759,
PSDC,2014,RN,1,1,929,
PSDC,2014,RO,1,1,634,
PSDC,2014,RR,1,1,515,
PSDC,2014,RS,1,2,2258,
PSDC,2014,SC,1,2,2006,
PSDC,2014,SE,1,1,431,
PSDC,2014,SP,1,2,13512,
PSDC,2014,TO,1,1,221,
PSDC,2014,ZZ,1,39,281,
PSOL,2014,AC,1,2,878,
PSOL,2014,AL,1,2,15249,
PSOL,2014,AM,1,2,15991,
PSOL,2014,AP,1,2,4017,
PSOL,2014,BA,1,2,55899,
PSOL,2014,CE,1,2,52520,
PSOL,2014,DF,1,2,31563,
PSOL,2014,ES,1,2,19048,
PSOL,2014,GO,1,2,30439,
PSOL,2014,MA,1,2,13111,
PSOL,2014,MG,1,2,140037,
PSOL,2014,MS,1,2,10716,
PSOL,2014,MT,1,2,10104,
PSOL,2014,PA,1,2,40378,
PSOL,2014,PB,1,2,16867,
PSOL,2014,PE,1,2,40490,
PSOL,2014,PI,1,2,10170,
PSOL,2014,PR,1,2,79454,
PSOL,2014,RJ,1,2,227691,
PSOL,2014,RN,1,2,20226,
PSOL,2014,RO,1,2,4675,
PSOL,2014,RR,1,2,2821,
PSOL,2014,RS,1,2,143587,
PSOL,2014,SC,1,2,53732,
PSOL,2014,SE,1,2,12839,
PSOL,2014,SP,1,2,555537,
PSOL,2014,TO,1,2,2877,
PSOL,2014,ZZ,1,72,3474,
PSTU,2014,AC,1,2,113,
PSTU,2014,AL,1,1,1197,
PSTU,2014,AM,1,2,1356,
PSTU,2014,AP,1,1,1122,
PSTU,2014,BA,1,2,3509,
PSTU,2014,CE,1,2,4662,
PSTU,2014,DF,1,2,1497,
PSTU,2014,ES,1,1,1313,
PSTU,2014,GO,1,1,1765,
PSTU,2014,MA,1,2,4341,
PSTU,2014,MG,1,2,8359,
PSTU,2014,MS,1,2,978,
PSTU,2014,MT,1,2,475,
PSTU,2014,PA,1,1,3012,
PSTU,2014,PB,1,2,1072,
PSTU,2014,PE,1,2,2762,
PSTU,2014,PI,1,1,1456,
PSTU,2014,PR,1,2,4555,
PSTU,2014,RJ,1,2,14433,
PSTU,2014,RN,1,2,2833,
PSTU,2014,RO,1,2,430,
PSTU,2014,RR,1,2,210,
PSTU,2014,RS,1,2,4084,
PSTU,2014,SC,1,2,3980,
PSTU,2014,SE,1,2,1706,
PSTU,2014,SP,1,2,19143,
PSTU,2014,TO,1,1,247,
PSTU,2014,ZZ,1,45,648,
PT,2014,AC,1,2,111672,2.0
PT,2014,AL,1,2,703944,2.0
PT,2014,AM,1,2,915568,2.0
PT,2014,AP,1,2,199093,2.0
PT,2014,BA,1,2,4293375,2.0
PT,2014,CE,1,2,3088201,2.0
PT,2014,DF,1,2,365211,2.0
PT,2014,ES,1,2,654209,2.0
PT,2014,GO,1,2,1036149,2.0
PT,2014,MA,1,2,2188060,2.0
PT,2014,MG,1,2,4832221,2.0
PT,2014,MS,1,2,507175,2.0
PT,2014,MT,1,2,616557,2.0
PT,2014,PA,1,2,2041266,2.0
PT,2014,PB,1,2,1167088,2.0
PT,2014,PE,1,2,2127529,2.0
PT,2014,PI,1,2,1235471,2.0
PT,2014,PR,1,2,1974081,2.0
PT,2014,RJ,1,2,2972986,2.0
PT,2014,RN,1,2,999798,2.0
PT,2014,RO,1,2,345443,2.0
PT,2014,RR,1,2,83027,2.0
PT,2014,RS,1,2,2753052,2.0
PT,2014,SC,1,2,1141772,2.0
PT,2014,SE,1,2,601902,2.0
PT,2014,SP,1,2,5933819,2.0
PT,2014,TO,1,2,368514,2.0
PT,2014,ZZ,1,89,24353,88.0
PV,2014,AC,1,2,599,
PV,2014,AL,1,2,3557,
PV,2014,AM,1,2,4413,
PV,2014,AP,1,2,1258,
PV,2014,BA,1,2,15739,
PV,2014,CE,1,2,14107,
PV,2014,DF,1,2,19579,
PV,2014,ES,1,2,11890,
PV,2014,GO,1,2,12279,
PV,2014,MA,1,2,6970,
PV,2014,MG,1,2,54555,
PV,2014,MS,1,2,4103,
PV,2014,MT,1,2,4137,
PV,2014,PA,1,2,12266,
PV,2014,PB,1,2,7798,
PV,2014,PE,1,2,13361,
PV,2014,PI,1,2,4393,
PV,2014,PR,1,2,44847,
PV,2014,RJ,1,2,68134,
PV,2014,RN,1,2,5359,
PV,2014,RO,1,2,2373,
PV,2014,RR,1,2,785,
PV,2014,RS,1,2,43775,
PV,2014,SC,1,2,30332,
PV,2014,SE,1,2,3739,
PV,2014,SP,1,2,237228,
PV,2014,TO,1,2,1435,
PV,2014,ZZ,1,63,2067,
PCB,2010,AC,1,2,122,
PCB,2010,AL,1,2,1714,
PCB,2010,AM,1,2,1012,
PCB,2010,AP,1,2,564,
PCB,2010,BA,1,2,6032,
PCB,2010,CE,1,2,3264,
PCB,2010,DF,1,2,860,
PCB,2010,ES,1,2,946,
PCB,2010,GO,1,2,2836,
PCB,2010,MA,1,2,2936,
PCB,2010,MG,1,2,7842,
PCB,2010,MS,1,2,780,
PCB,2010,MT,1,2,950,
PCB,2010,PA,1,2,1472,
PCB,2010,PB,1,2,2104,
PCB,2010,PE,1,2,2948,
PCB,2010,PI,1,2,1410,
PCB,2010,PR,1,2,4604,
PCB,2010,RJ,1,2,10316,
PCB,2010,RN,1,2,1672,
PCB,2010,RO,1,2,570,
PCB,2010,RR,1,2,96,
PCB,2010,RS,1,2,3786,
PCB,2010,SC,1,2,2264,
PCB,2010,SE,1,2,1472,
PCB,2010,SP,1,2,14648,
PCB,2010,TO,1,2,496,
PCB,2010,ZZ,1,40,253,
PCO,2010,AC,1,2,34,
PCO,2010,AL,1,2,246,
PCO,2010,AM,1,2,136,
PCO,2010,AP,1,2,56,
PCO,2010,BA,1,2,1278,
PCO,2010,CE,1,2,596,
PCO,2010,DF,1,2,730,
PCO,2010,ES,1,2,630,
PCO,2010,GO,1,2,542,
PCO,2010,MA,1,2,302,
PCO,2010,MG,1,2,3736,
PCO,2010,MS,1,2,216,
PCO,2010,MT,1,2,236,
PCO,2010,PA,1,2,360,
PCO,2010,PB,1,2,560,
PCO,2010,PE,1,2,532,
PCO,2010,PI,1,2,262,
PCO,2010,PR,1,2,922,
PCO,2010,RJ,1,2,2884,
PCO,2010,RN,1,2,400,
PCO,2010,RO,1,2,192,
PCO,2010,RR,1,2,94,
PCO,2010,RS,1,2,1556,
PCO,2010,SC,1,2,1100,
PCO,2010,SE,1,2,270,
PCO,2010,SP,1,2,6268,
PCO,2010,TO,1,2,132,
PCO,2010,ZZ,1,17,67,
PRTB,2010,AC,1,2,342,
PRTB,2010,AL,1,2,3650,
PRTB,2010,AM,1,2,1374,
PRTB,2010,AP,1,2,824,
PRTB,2010,BA,1,2,5288,
PRTB,2010,CE,1,2,3472,
PRTB,2010,DF,1,2,2246,
PRTB,2010,ES,1,2,2686,
PRTB,2010,GO,1,2,3788,
PRTB,2010,MA,1,2,2154,
PRTB,2010,MG,1,2,12684,
PRTB,2010,MS,1,2,1376,
PRTB,2010,MT,1,2,1020,
PRTB,2010,PA,1,2,2326,
PRTB,2010,PB,1,2,1434,
PRTB,2010,PE,1,2,3628,
PRTB,2010,PI,1,2,1212,
PRTB,2010,PR,1,2,7828,
PRTB,2010,RJ,1,2,14106,
PRTB,2010,RN,1,2,1394,
PRTB,2010,RO,1,2,1018,
PRTB,2010,RR,1,2,522,
PRTB,2010,RS,1,2,6994,
PRTB,2010,SC,1,2,4862,
PRTB,2010,SE,1,2,1462,
PRTB,2010,SP,1,2,27146,
PRTB,2010,TO,1,2,630,
PRTB,2010,ZZ,1,32,200,
PSDB,2010,AC,1,2,360504,
PSDB,2010,AL,1,2,1016464,
PSDB,2010,AM,1,2,258380,
PSDB,2010,AP,1,2,145548,
PSDB,2010,BA,1,2,2806306,
PSDB,2010,CE,1,2,1373782,
PSDB,2010,DF,1,2,708140,
PSDB,2010,ES,1,2,1365180,
PSDB,2010,GO,1,2,2434406,
PSDB,2010,MA,1,2,888290,
PSDB,2010,MG,1,2,6635744,
PSDB,2010,MS,1,2,1102592,
PSDB,2010,MT,1,2,1357228,
PSDB,2010,PA,1,2,2673774,
PSDB,2010,PB,1,2,1102106,
PSDB,2010,PE,1,2,1546748,
PSDB,2010,PI,1,2,678890,
PSDB,2010,PR,1,2,5215328,
PSDB,2010,RJ,1,2,3850332,
PSDB,2010,RN,1,2,920214,
PSDB,2010,RO,1,2,716870,
PSDB,2010,RR,1,2,227202,
PSDB,2010,RS,1,2,5200778,
PSDB,2010,SC,1,2,3316322,
PSDB,2010,SE,1,2,809168,
PSDB,2010,SP,1,2,19048100,
PSDB,2010,TO,1,2,397958,
PSDB,2010,ZZ,1,82,33905,
PSDC,2010,AC,1,2,676,
PSDC,2010,AL,1,2,1670,
PSDC,2010,AM,1,2,2714,
PSDC,2010,AP,1,2,902,
PSDC,2010,BA,1,2,6830,
PSDC,2010,CE,1,2,7584,
PSDC,2010,DF,1,2,4436,
PSDC,2010,ES,1,2,4708,
PSDC,2010,GO,1,2,5264,
PSDC,2010,MA,1,2,4178,
PSDC,2010,MG,1,2,19412,
PSDC,2010,MS,1,2,1610,
PSDC,2010,MT,1,2,1824,
PSDC,2010,PA,1,2,3740,
PSDC,2010,PB,1,2,2980,
PSDC,2010,PE,1,2,5296,
PSDC,2010,PI,1,2,2444,
PSDC,2010,PR,1,2,9276,
PSDC,2010,RJ,1,2,36116,
PSDC,2010,RN,1,2,3190,
PSDC,2010,RO,1,2,2396,
PSDC,2010,RR,1,2,846,
PSDC,2010,RS,1,2,10888,
PSDC,2010,SC,1,2,6828,
PSDC,2010,SE,1,2,1734,
PSDC,2010,SP,1,2,29368,
PSDC,2010,TO,1,2,992,
PSDC,2010,ZZ,1,41,357,
PSOL,2010,AC,1,2,2064,
PSOL,2010,AL,1,2,22192,
PSOL,2010,AM,1,2,18066,
PSOL,2010,AP,1,2,6836,
PSOL,2010,BA,1,2,61206,
PSOL,2010,CE,1,2,61308,
PSOL,2010,DF,1,2,48034,
PSOL,2010,ES,1,2,29496,
PSOL,2010,GO,1,2,52074,
PSOL,2010,MA,1,2,23936,
PSOL,2010,MG,1,2,155564,
PSOL,2010,MS,1,2,18316,
PSOL,2010,MT,1,2,22598,
PSOL,2010,PA,1,2,53238,
PSOL,2010,PB,1,2,18540,
PSOL,2010,PE,1,2,34820,
PSOL,2010,PI,1,2,10790,
PSOL,2010,PR,1,2,112904,
PSOL,2010,RJ,1,2,281564,
PSOL,2010,RN,1,2,21090,
PSOL,2010,RO,1,2,13328,
PSOL,2010,RR,1,2,4766,
PSOL,2010,RS,1,2,112192,
PSOL,2010,SC,1,2,89220,
PSOL,2010,SE,1,2,14140,
PSOL,2010,SP,1,2,478346,
PSOL,2010,TO,1,2,3938,
PSOL,2010,ZZ,1,48,692,
PSTU,2010,AC,1,2,230,
PSTU,2010,AL,1,2,1774,
PSTU,2010,AM,1,2,2070,
PSTU,2010,AP,1,2,1378,
PSTU,2010,BA,1,2,7316,
PSTU,2010,CE,1,2,6574,
PSTU,2010,DF,1,2,2066,
PSTU,2010,ES,1,2,1834,
PSTU,2010,GO,1,2,3318,
PSTU,2010,MA,1,2,6366,
PSTU,2010,MG,1,2,18392,
PSTU,2010,MS,1,2,1430,
PSTU,2010,MT,1,2,1110,
PSTU,2010,PA,1,2,8978,
PSTU,2010,PB,1,2,2046,
PSTU,2010,PE,1,2,5080,
PSTU,2010,PI,1,2,2450,
PSTU,2010,PR,1,2,7858,
PSTU,2010,RJ,1,2,29308,
PSTU,2010,RN,1,2,2814,
PSTU,2010,RO,1,2,896,
PSTU,2010,RR,1,2,294,
PSTU,2010,RS,1,2,9642,
PSTU,2010,SC,1,2,6496,
PSTU,2010,SE,1,2,2592,
PSTU,2010,SP,1,2,35168,
PSTU,2010,TO,1,2,514,
PSTU,2010,ZZ,1,43,537,
PT,2010,AC,1,2,165466,2.0
PT,2010,AL,1,2,1419688,2.0
PT,2010,AM,1,2,1982256,2.0
PT,2010,AP,1,2,322886,2.0
PT,2010,BA,1,2,8376198,2.0
PT,2010,CE,1,2,5566902,2.0
PT,2010,DF,1,2,924882,2.0
PT,2010,ES,1,2,1434834,2.0
PT,2010,GO,1,2,2603970,2.0
PT,2010,MA,1,2,4159300,2.0
PT,2010,MG,1,2,10134798,2.0
PT,2010,MS,1,2,1037754,2.0
PT,2010,MT,1,2,1319542,2.0
PT,2010,PA,1,2,3399598,2.0
PT,2010,PB,1,2,2062370,2.0
PT,2010,PE,1,2,5497502,2.0
PT,2010,PI,1,2,2176410,2.0
PT,2010,PR,1,2,4622478,2.0
PT,2010,RJ,1,2,7479264,2.0
PT,2010,RN,1,2,1692832,2.0
PT,2010,RO,1,2,643424,2.0
PT,2010,RR,1,2,127854,2.0
PT,2010,RS,1,2,6014526,2.0
PT,2010,SC,1,2,2805132,2.0
PT,2010,SE,1,2,1013604,2.0
PT,2010,SP,1,2,17481898,2.0
PT,2010,TO,1,2,724766,2.0
PT,2010,ZZ,1,82,30963,81.0
PV,2010,AC,1,2,162204,
PV,2010,AL,1,2,320760,
PV,2010,AM,1,2,784340,
PV,2010,AP,1,2,202486,
PV,2010,BA,1,2,2105348,
PV,2010,CE,1,2,1373540,
PV,2010,DF,1,2,1222724,
PV,2010,ES,1,2,1011468,
PV,2010,GO,1,2,1059388,
PV,2010,MA,1,2,800096,
PV,2010,MG,1,2,4583004,
PV,2010,MS,1,2,439624,
PV,2010,MT,1,2,368678,
PV,2010,PA,1,2,949682,
PV,2010,PB,1,2,683832,
PV,2010,PE,1,2,1807310,
PV,2010,PI,1,2,370214,
PV,2010,PR,1,2,1888804,
PV,2010,RJ,1,2,5386260,
PV,2010,RN,1,2,626720,
PV,2010,RO,1,2,200634,
PV,2010,RR,1,2,83568,
PV,2010,RS,1,2,1451160,
PV,2010,SC,1,2,1014034,
PV,2010,SE,1,2,282066,
PV,2010,SP,1,2,9731656,
PV,2010,TO,1,2,292302,
PV,2010,ZZ,1,79,17209,
PCO,2006,AC,1,2,70,
PCO,2006,AL,1,2,354,
PCO,2006,AM,1,2,322,
PCO,2006,AP,1,2,66,
PCO,2006,BA,1,2,2814,
PCO,2006,CE,1,2,1226,
PCO,2006,DF,1,2,1530,
PCO,2006,ES,1,2,1248,
PCO,2006,GO,1,2,666,
PCO,2006,MA,1,2,660,
PCO,2006,MG,1,2,8546,
PCO,2006,MS,1,2,264,
PCO,2006,MT,1,2,344,
PCO,2006,PA,1,2,304,
PCO,2006,PB,1,2,928,
PCO,2006,PE,1,2,1152,
PCO,2006,PI,1,2,424,
PCO,2006,PR,1,2,2642,
PCO,2006,RJ,1,2,8212,
PCO,2006,RN,1,2,448,
PCO,2006,RO,1,2,242,
PCO,2006,RR,1,2,180,
PCO,2006,RS,1,2,6630,
PCO,2006,SC,1,2,1686,
PCO,2006,SE,1,2,294,
PCO,2006,SP,1,2,9946,
PCO,2006,TO,1,2,94,
PDT,2006,AC,1,2,7234,
PDT,2006,AL,1,2,54344,
PDT,2006,AM,1,2,72658,
PDT,2006,AP,1,2,18314,
PDT,2006,BA,1,2,348626,
PDT,2006,CE,1,2,156706,
PDT,2006,DF,1,2,165708,
PDT,2006,ES,1,2,132194,
PDT,2006,GO,1,2,102890,
PDT,2006,MA,1,2,145630,
PDT,2006,MG,1,2,544304,
PDT,2006,MS,1,2,48490,
PDT,2006,MT,1,2,62914,
PDT,2006,PA,1,2,106118,
PDT,2006,PB,1,2,90794,
PDT,2006,PE,1,2,180890,
PDT,2006,PI,1,2,61624,
PDT,2006,PR,1,2,380904,
PDT,2006,RJ,1,2,744740,
PDT,2006,RN,1,2,87380,
PDT,2006,RO,1,2,29370,
PDT,2006,RR,1,2,7912,
PDT,2006,RS,1,2,478874,
PDT,2006,SC,1,2,219752,
PDT,2006,SE,1,2,35832,
PDT,2006,SP,1,2,770238,
PDT,2006,TO,1,2,19604,
PRP,2006,AC,1,2,982,
PRP,2006,AL,1,2,4146,
PRP,2006,AM,1,2,3612,
PRP,2006,AP,1,2,836,
PRP,2006,BA,1,2,19702,
PRP,2006,CE,1,2,11328,
PRP,2006,DF,1,2,4734,
PRP,2006,ES,1,2,5610,
PRP,2006,GO,1,2,7814,
PRP,2006,MA,1,2,7210,
PRP,2006,MG,1,2,28310,
PRP,2006,MS,1,2,3102,
PRP,2006,MT,1,2,3692,
PRP,2006,PA,1,2,7252,
PRP,2006,PB,1,2,5852,
PRP,2006,PE,1,2,9932,
PRP,2006,PI,1,2,3920,
PRP,2006,PR,1,2,14868,
PRP,2006,RJ,1,2,28272,
PRP,2006,RN,1,2,7720,
PRP,2006,RO,1,2,2232,
PRP,2006,RR,1,2,908,
PRP,2006,RS,1,2,15316,
PRP,2006,SC,1,2,10636,
PRP,2006,SE,1,2,3830,
PRP,2006,SP,1,2,37854,
PRP,2006,TO,1,2,1864,
PSDB,2006,AC,1,2,323778,
PSDB,2006,AL,1,2,1013444,
PSDB,2006,AM,1,2,341570,
PSDB,2006,AP,1,2,190140,
PSDB,2006,BA,1,2,3352968,
PSDB,2006,CE,1,2,1825452,
PSDB,2006,DF,1,2,1189042,
PSDB,2006,ES,1,2,1337584,
PSDB,2006,GO,1,2,2931256,
PSDB,2006,MA,1,2,1060328,
PSDB,2006,MG,1,2,8303014,
PSDB,2006,MS,1,2,1375166,
PSDB,2006,MT,1,2,1580640,
PSDB,2006,PA,1,2,2620874,
PSDB,2006,PB,1,2,1074084,
PSDB,2006,PE,1,2,1929460,
PSDB,2006,PI,1,2,880126,
PSDB,2006,PR,1,2,5907144,
PSDB,2006,RJ,1,2,4804152,
PSDB,2006,RN,1,2,999868,
PSDB,2006,RO,1,2,688192,
PSDB,2006,RR,1,2,225816,
PSDB,2006,RS,1,2,6921460,
PSDB,2006,SC,1,2,3778554,
PSDB,2006,SE,1,2,892908,
PSDB,2006,SP,1,2,23855604,
PSDB,2006,TO,1,2,499088,
PSDC,2006,AC,1,2,472,
PSDC,2006,AL,1,2,760,
PSDC,2006,AM,1,2,1576,
PSDC,2006,AP,1,2,332,
PSDC,2006,BA,1,2,11130,
PSDC,2006,CE,1,2,5266,
PSDC,2006,DF,1,2,3436,
PSDC,2006,ES,1,2,1854,
PSDC,2006,GO,1,2,2744,
PSDC,2006,MA,1,2,2766,
PSDC,2006,MG,1,2,10328,
PSDC,2006,MS,1,2,1040,
PSDC,2006,MT,1,2,1790,
PSDC,2006,PA,1,2,2890,
PSDC,2006,PB,1,2,2288,
PSDC,2006,PE,1,2,4596,
PSDC,2006,PI,1,2,1034,
PSDC,2006,PR,1,2,6172,
PSDC,2006,RJ,1,2,18512,
PSDC,2006,RN,1,2,1794,
PSDC,2006,RO,1,2,1230,
PSDC,2006,RR,1,2,290,
PSDC,2006,RS,1,2,7204,
PSDC,2006,SC,1,2,3790,
PSDC,2006,SE,1,2,1180,
PSDC,2006,SP,1,2,31420,
PSDC,2006,TO,1,2,432,
PSL,2006,AC,1,2,140,
PSL,2006,AL,1,2,1298,
PSL,2006,AM,1,2,1330,
PSL,2006,AP,1,2,364,
PSL,2006,BA,1,2,10638,
PSL,2006,CE,1,2,8682,
PSL,2006,DF,1,2,3036,
PSL,2006,ES,1,2,1984,
PSL,2006,GO,1,2,2970,
PSL,2006,MA,1,2,3558,
PSL,2006,MG,1,2,10472,
PSL,2006,MS,1,2,972,
PSL,2006,MT,1,2,1346,
PSL,2006,PA,1,2,2524,
PSL,2006,PB,1,2,2906,
PSL,2006,PE,1,2,12642,
PSL,2006,PI,1,2,2268,
PSL,2006,PR,1,2,7194,
PSL,2006,RJ,1,2,12696,
PSL,2006,RN,1,2,2366,
PSL,2006,RO,1,2,1114,
PSL,2006,RR,1,2,184,
PSL,2006,RS,1,2,5398,
PSL,2006,SC,1,2,3948,
PSL,2006,SE,1,2,1294,
PSL,2006,SP,1,2,21958,
PSL,2006,TO,1,2,588,
PSOL,2006,AC,1,2,26164,
PSOL,2006,AL,1,2,357114,
PSOL,2006,AM,1,2,180958,
PSOL,2006,AP,1,2,59422,
PSOL,2006,BA,1,2,552650,
PSOL,2006,CE,1,2,297772,
PSOL,2006,DF,1,2,330840,
PSOL,2006,ES,1,2,214344,
PSOL,2006,GO,1,2,358204,
PSOL,2006,MA,1,2,161498,
PSOL,2006,MG,1,2,1159840,
PSOL,2006,MS,1,2,136224,
PSOL,2006,MT,1,2,118402,
PSOL,2006,PA,1,2,298556,
PSOL,2006,PB,1,2,160702,
PSOL,2006,PE,1,2,315932,
PSOL,2006,PI,1,2,77734,
PSOL,2006,PR,1,2,603376,
PSOL,2006,RJ,1,2,2851398,
PSOL,2006,RN,1,2,162370,
PSOL,2006,RO,1,2,81506,
PSOL,2006,RR,1,2,44068,
PSOL,2006,RS,1,2,879918,
PSOL,2006,SC,1,2,440862,
PSOL,2006,SE,1,2,125088,
PSOL,2006,SP,1,2,3117278,
PSOL,2006,TO,1,2,31978,
