SIGLA_PARTIDO,ANO_ELEICAO,UF,CODIGO_CARGO,QTDE_CANDIDATOS,QTDE_VOTOS,QTDE_ELEITOS
PCB,2006,PB,3,1,1698,
PCB,2006,RN,3,1,2470,
PCB,2006,SE,3,1,2562,
PCO,2006,AM,3,1,316,
PCO,2006,BA,3,1,4354,
PCO,2006,CE,3,1,4165,
PCO,2006,DF,3,1,2092,
PCO,2006,ES,3,1,878,
PCO,2006,MG,3,1,6593,
PCO,2006,PB,3,1,3902,
PCO,2006,PE,3,1,1597,
PCO,2006,PI,3,1,715,
PCO,2006,PR,3,1,781,
PCO,2006,RJ,3,1,4178,
PCO,2006,RR,3,1,123,
PCO,2006,RS,3,1,3018,
PCO,2006,SP,3,1,5902,
PDT,2006,AM,3,1,35827,
PDT,2006,AP,3,1,160150,1.0
PDT,2006,ES,3,1,373474,
PDT,2006,MA,3,1,933089,1.0
PDT,2006,PR,3,1,2093161,
PDT,2006,RJ,3,1,125735,
PDT,2006,RR,3,1,5502,
PDT,2006,RS,3,1,229639,
PDT,2006,SC,3,1,30815,
PDT,2006,SE,3,1,21183,
PDT,2006,SP,3,1,430847,
PFL,2006,AM,3,1,543412,
PFL,2006,BA,3,1,2638215,
PFL,2006,DF,3,1,663364,1.0
PFL,2006,GO,3,1,95701,
PFL,2006,MA,3,1,1282053,
PFL,2006,PE,3,1,1578001,
PFL,2006,SE,3,1,450405,
PHS,2006,AP,3,1,225,
PHS,2006,MT,3,1,1779,
PHS,2006,RR,3,1,4260,
PL,2006,CE,3,1,15274,
PMDB,2006,AM,3,1,687912,1.0
PMDB,2006,ES,3,1,1326175,1.0
PMDB,2006,GO,3,1,1123139,
PMDB,2006,MS,3,1,726806,1.0
PMDB,2006,PA,3,1,438071,
PMDB,2006,PB,3,1,926272,
PMDB,2006,PI,3,1,391083,
PMDB,2006,PR,3,1,2321217,1.0
PMDB,2006,RJ,3,1,3422528,1.0
PMDB,2006,RN,3,1,749003,
PMDB,2006,RO,3,1,44155,
PMDB,2006,RR,3,1,57232,
PMDB,2006,RS,3,1,1679902,
PMDB,2006,SC,3,1,1601181,1.0
PMDB,2006,SP,3,1,977695,
PMDB,2006,TO,3,1,340824,1.0
PMN,2006,PI,3,1,1985,
PMN,2006,SP,3,1,8044,
PP,2006,GO,3,1,1315718,1.0
PP,2006,RS,3,1,412767,
PP,2006,SC,3,1,1073053,
PPS,2006,AC,3,1,109867,
PPS,2006,MT,3,1,922765,1.0
PPS,2006,PR,3,1,437689,
PPS,2006,RJ,3,1,1965003,
PPS,2006,RO,3,1,387208,1.0
PRB,2006,RJ,3,1,1531431,
PRONA,2006,AC,3,1,261,
PRONA,2006,BA,3,1,13840,
PRONA,2006,MA,3,1,11987,
PRONA,2006,MG,3,1,11072,
PRONA,2006,PE,3,1,27036,
PRONA,2006,SP,3,1,38352,
PRP,2006,MT,3,1,2007,
PRP,2006,PB,3,1,3232,
PRP,2006,PR,3,1,2400,
PRP,2006,RJ,3,1,7215,
PRTB,2006,AL,3,1,14062,
PRTB,2006,PR,3,1,9993,
PSB,2006,AP,3,1,112486,
PSB,2006,CE,3,1,2411457,1.0
PSB,2006,GO,3,1,179070,
PSB,2006,MA,3,1,387337,
PSB,2006,PE,3,1,1356950,1.0
PSB,2006,RN,3,1,764016,1.0
PSB,2006,RO,3,1,89426,
PSB,2006,RS,3,1,36846,
PSB,2006,SC,3,1,79893,
PSB,2006,SP,3,1,39857,
PSC,2006,BA,3,1,189596,
PSC,2006,MT,3,1,11091,
PSC,2006,SP,3,1,17420,
PSDB,2006,AC,3,1,34752,
PSDB,2006,AL,3,1,733405,1.0
PSDB,2006,AM,3,1,74900,
PSDB,2006,AP,3,1,10765,
PSDB,2006,CE,3,1,1309277,
PSDB,2006,DF,3,1,315671,
PSDB,2006,MA,3,1,93651,
PSDB,2006,MG,3,1,7482809,1.0
PSDB,2006,MT,3,1,279873,
PSDB,2006,PA,3,1,1370272,
PSDB,2006,PB,3,1,943922,1.0
PSDB,2006,PI,3,1,189029,
PSDB,2006,RJ,3,1,440484,
PSDB,2006,RR,3,1,116542,1.0
PSDB,2006,RS,3,1,2037923,1.0
PSDB,2006,SP,3,1,12381038,1.0
PSDB,2006,TO,3,1,310068,
PSDC,2006,AC,3,1,301,
PSDC,2006,AL,3,1,662,
PSDC,2006,AM,3,1,10051,
PSDC,2006,BA,3,1,8016,
PSDC,2006,CE,3,1,19491,
PSDC,2006,DF,3,1,4115,
PSDC,2006,ES,3,1,1214,
PSDC,2006,GO,3,1,1365,
PSDC,2006,MA,3,1,1534,
PSDC,2006,MS,3,1,1134,
PSDC,2006,MT,3,1,2624,
PSDC,2006,PA,3,1,3088,
PSDC,2006,PB,3,1,1743,
PSDC,2006,PE,3,1,5485,
PSDC,2006,PI,3,1,740,
PSDC,2006,PR,3,1,3023,
PSDC,2006,RJ,3,1,7869,
PSDC,2006,RO,3,1,1185,
PSDC,2006,RR,3,1,362,
PSDC,2006,RS,3,1,1261,
PSDC,2006,SC,3,1,1069,
PSDC,2006,SE,3,1,1393,
PSDC,2006,SP,3,1,7073,
PSDC,2006,TO,3,1,227,
PSL,2006,BA,3,1,9479,
PSL,2006,ES,3,1,2775,
PSL,2006,PE,3,1,7439,
PSL,2006,PI,3,1,2792,
PSL,2006,PR,3,1,2119,
PSL,2006,RJ,3,1,5304,
PSL,2006,RN,3,1,5907,
PSL,2006,SP,3,1,5982,
PSOL,2006,AC,3,1,1068,
PSOL,2006,AL,3,1,51680,
PSOL,2006,AP,3,1,9008,
PSOL,2006,BA,3,1,38870,
PSOL,2006,CE,3,1,106184,
PSOL,2006,DF,3,1,55898,
PSOL,2006,ES,3,1,11878,
PSOL,2006,GO,3,1,13318,
PSOL,2006,MA,3,1,6159,
PSOL,2006,MS,3,1,6282,
PSOL,2006,MT,3,1,31336,
PSOL,2006,PA,3,1,131088,
PSOL,2006,PB,3,1,22949,
PSOL,2006,PE,3,1,26786,
PSOL,2006,PI,3,1,6920,
PSOL,2006,PR,3,1,14914,
PSOL,2006,RJ,3,1,118936,
PSOL,2006,RN,3,1,14172,
PSOL,2006,RO,3,1,7984,
PSOL,2006,RR,3,1,2755,
PSOL,2006,RS,3,1,68676,
PSOL,2006,SC,3,1,17637,
PSOL,2006,SP,3,1,532470,
PSOL,2006,TO,3,1,1622,
PSTU,2006,AM,3,1,6195,
PSTU,2006,MA,3,1,16141,
PSTU,2006,MG,3,1,60145,
PSTU,2006,PA,3,1,10905,
PSTU,2006,PE,3,1,8718,
PSTU,2006,SE,3,1,4755,
PT,2006,AC,3,1,165961,1.0
PT,2006,AL,3,1,108543,
PT,2006,AP,3,1,5310,
PT,2006,BA,3,1,3242336,1.0
PT,2006,DF,3,1,275660,
PT,2006,MG,3,1,2140373,
PT,2006,MS,3,1,450747,
PT,2006,MT,3,1,159686,
PT,2006,PA,3,1,1173079,1.0
PT,2006,PE,3,1,1008842,
PT,2006,PI,3,1,954857,1.0
PT,2006,PR,3,1,506825,
PT,2006,RJ,3,1,633601,
PT,2006,RO,3,1,185272,
PT,2006,RS,3,1,1696243,
PT,2006,SC,3,1,468302,
PT,2006,SE,3,1,524826,1.0
PT,2006,SP,3,1,6771582,
PT do B,2006,MG,3,1,13154,
PTB,2006,AL,3,1,400687,
PTC,2006,RN,3,1,5582,
PTC,2006,SC,3,1,2589,
PTC,2006,SP,3,1,6047,
PTN,2006,AL,3,1,3425,
PTN,2006,SP,3,1,4523,
PV,2006,PR,3,1,30501,
PV,2006,RS,3,1,27321,
PV,2006,SP,3,1,186097,
PAN,2002,BA,3,1,32069,
PAN,2002,PE,3,1,6487,
PAN,2002,SE,3,1,3587,
PAN,2002,SP,3,1,3418,
PCO,2002,BA,3,1,3257,
PCO,2002,DF,3,1,616,
PCO,2002,ES,3,1,6099,
PCO,2002,MG,3,1,10110,
PCO,2002,PB,3,1,1434,
PCO,2002,PE,3,1,1415,
PCO,2002,RJ,3,1,2284,
PCO,2002,RR,3,1,512,
PCO,2002,RS,3,1,1429,
PCO,2002,SP,3,1,4634,
PDT,2002,AL,3,1,17333,
PDT,2002,AP,3,1,86179,1.0
PDT,2002,CE,3,1,31102,
PDT,2002,MA,3,1,896930,
PDT,2002,MS,3,1,55350,
PDT,2002,PE,3,1,36952,
PDT,2002,PR,3,1,1616047,
PDT,2002,RJ,3,1,1141060,
PDT,2002,RN,3,1,11704,
PDT,2002,RO,3,1,105000,
PFL,2002,BA,3,1,2871025,1.0
PFL,2002,ES,3,1,31104,
PFL,2002,MA,3,1,1076893,1.0
PFL,2002,PI,3,1,594199,
PFL,2002,RJ,3,1,726327,
PFL,2002,RO,3,1,125739,
PFL,2002,SE,3,1,343286,1.0
PFL,2002,TO,3,1,333332,1.0
PGT,2002,AP,3,1,238,
PGT,2002,GO,3,1,10672,
PGT,2002,MT,3,1,715,
PGT,2002,PB,3,1,844,
PGT,2002,PE,3,1,1271,
PGT,2002,RR,3,1,2349,
PGT,2002,SE,3,1,8057,
PGT,2002,SP,3,1,703858,
PL,2002,RS,3,1,94948,
PMDB,2002,AC,3,1,87602,
PMDB,2002,AM,3,1,226193,
PMDB,2002,BA,3,1,226217,
PMDB,2002,CE,3,1,395699,
PMDB,2002,DF,3,1,521083,1.0
PMDB,2002,GO,3,1,833554,
PMDB,2002,MG,3,1,612732,
PMDB,2002,PA,3,1,41805,
PMDB,2002,PB,3,1,637239,
PMDB,2002,PE,3,1,2064184,1.0
PMDB,2002,PI,3,1,41835,
PMDB,2002,PR,3,1,1347353,1.0
PMDB,2002,RS,3,1,2426880,1.0
PMDB,2002,SC,3,1,918615,1.0
PMDB,2002,SP,3,1,259317,
PMDB,2002,TO,3,1,185594,
PPB,2002,DF,3,1,88119,
PPB,2002,RN,3,1,404865,
PPB,2002,RO,3,1,43787,
PPB,2002,RS,3,1,367328,
PPB,2002,SC,3,1,1217059,
PPB,2002,SP,3,1,4190706,
PPS,2002,AC,3,1,6078,
PPS,2002,AM,3,1,568111,1.0
PPS,2002,DF,3,1,19896,
PPS,2002,MT,3,1,618962,1.0
PPS,2002,PI,3,1,11881,
PPS,2002,PR,3,1,362464,
PPS,2002,RS,3,1,725741,
PPS,2002,SC,3,1,31323,
PPS,2002,TO,3,1,3341,
PRONA,2002,PR,3,1,1814,
PRONA,2002,RJ,3,1,12719,
PRONA,2002,RO,3,1,895,
PRONA,2002,RS,3,1,4089,
PRONA,2002,SP,3,1,38545,
PRP,2002,SE,3,1,3368,
PRTB,2002,AC,3,1,568,
PRTB,2002,AL,3,1,419741,
PRTB,2002,DF,3,1,1580,
PRTB,2002,PR,3,1,2869,
PRTB,2002,RO,3,1,65235,
PRTB,2002,RR,3,1,388,
PRTB,2002,SP,3,1,8654,
PSB,2002,AL,3,1,553035,1.0
PSB,2002,AM,3,1,225491,
PSB,2002,AP,3,1,52134,
PSB,2002,BA,3,1,122428,
PSB,2002,CE,3,1,240189,
PSB,2002,DF,3,1,82369,
PSB,2002,ES,3,1,820949,1.0
PSB,2002,MA,3,1,114640,
PSB,2002,MG,3,1,418803,
PSB,2002,MS,3,1,18222,
PSB,2002,MT,3,1,14273,
PSB,2002,PA,3,1,626632,
PSB,2002,PB,3,1,15017,
PSB,2002,PE,3,1,128814,
PSB,2002,PI,3,1,9615,
PSB,2002,PR,3,1,47903,
PSB,2002,RJ,3,1,4101423,1.0
PSB,2002,RN,3,1,492756,1.0
PSB,2002,RO,3,1,96758,
PSB,2002,RS,3,1,59820,
PSB,2002,SC,3,1,48036,
PSB,2002,SP,3,1,216369,
PSB,2002,TO,3,1,9993,
PSC,2002,PR,3,1,26567,
PSC,2002,RN,3,1,1498,
PSC,2002,RS,3,1,4703,
PSD,2002,MG,3,1,8744,
PSD,2002,PR,3,1,3351,
PSDB,2002,AP,3,1,35157,
PSDB,2002,CE,3,1,1625202,1.0
PSDB,2002,ES,3,1,22987,
PSDB,2002,GO,3,1,1301554,1.0
PSDB,2002,MA,3,1,42057,
PSDB,2002,MG,3,1,5282043,1.0
PSDB,2002,MS,3,1,447396,
PSDB,2002,MT,3,1,360221,
PSDB,2002,PA,3,1,863780,1.0
PSDB,2002,PB,3,1,752297,1.0
PSDB,2002,PR,3,1,888837,
PSDB,2002,RO,3,1,184085,1.0
PSDB,2002,SP,3,1,7505486,1.0
PSDC,2002,MG,3,1,2372,
PSDC,2002,RN,3,1,614,
PSL,2002,AC,3,1,597,
PSL,2002,PI,3,1,1038,
PSL,2002,RR,3,1,75435,1.0
PSL,2002,SP,3,1,7648,
PST,2002,CE,3,1,1716,
PSTU,2002,AL,3,1,1579,
PSTU,2002,AM,3,1,2202,
PSTU,2002,AP,3,1,1091,
PSTU,2002,BA,3,1,7329,
PSTU,2002,CE,3,1,9707,
PSTU,2002,DF,3,1,3288,
PSTU,2002,ES,3,1,5648,
PSTU,2002,GO,3,1,3087,
PSTU,2002,MA,3,1,8391,
PSTU,2002,MG,3,1,18265,
PSTU,2002,PA,3,1,3346,
PSTU,2002,PB,3,1,1632,
PSTU,2002,PE,3,1,6547,
PSTU,2002,PI,3,1,985,
PSTU,2002,PR,3,1,5517,
PSTU,2002,RJ,3,1,27757,
PSTU,2002,RN,3,1,2392,
PSTU,2002,RS,3,1,7027,
PSTU,2002,SC,3,1,4136,
PSTU,2002,SE,3,1,2369,
PSTU,2002,SP,3,1,35556,
PT,2002,AC,3,1,165574,1.0
PT,2002,AL,3,1,50820,
PT,2002,AM,3,1,62715,
PT,2002,AP,3,1,59237,
PT,2002,BA,3,1,2057022,
PT,2002,CE,3,1,924690,
PT,2002,DF,3,1,495498,
PT,2002,GO,3,1,385524,
PT,2002,MA,3,1,127082,
PT,2002,MG,3,1,2813857,
PT,2002,MS,3,1,509843,1.0
PT,2002,MT,3,1,227495,
PT,2002,PA,3,1,725473,
PT,2002,PB,3,1,200362,
PT,2002,PE,3,1,1165531,
PT,2002,PI,3,1,687649,1.0
PT,2002,PR,3,1,842399,
PT,2002,RJ,3,1,1954379,
PT,2002,RN,3,1,147380,
PT,2002,RS,3,1,2196134,
PT,2002,SC,3,1,834385,
PT,2002,SE,3,1,223699,
PT,2002,SP,3,1,6361747,
PT,2002,TO,3,1,17752,
PTB,2002,CE,3,1,37658,
PTB,2002,ES,3,1,631326,
PTB,2002,GO,3,1,7461,
PTB,2002,MS,3,1,22488,
PTB,2002,PA,3,1,243332,
PTB,2002,RN,3,1,261225,
PTB,2002,RR,3,1,76358,
PTB,2002,SP,3,1,200839,
PTC,2002,BA,3,1,27595,
PTC,2002,MG,3,1,6342,
PTC,2002,MS,3,1,1619,
PTC,2002,PA,3,1,4603,
PTC,2002,PE,3,1,5449,
PTC,2002,PR,3,1,1495,
PTC,2002,SP,3,1,17854,
PTN,2002,AL,3,1,2331,
PTN,2002,ES,3,1,3138,
PTN,2002,RS,3,1,1113,
PTN,2002,SE,3,1,202453,
PV,2002,PI,3,1,1835,
PV,2002,RJ,3,1,20405,
PV,2002,RS,3,1,6232,
PV,2002,SP,3,1,52068,
PCO,1998,DF,3,1,231,
PDT,1998,AP,3,1,54721,
PDT,1998,BA,3,1,443205,
PDT,1998,ES,3,1,162109,
PDT,1998,RJ,3,1,3083441,1.0
PDT,1998,RS,3,1,309315,
PDT,1998,SP,3,1,2843515,
PFL,1998,AC,3,1,51453,
PFL,1998,AM,3,1,418511,1.0
PFL,1998,BA,3,1,2419871,1.0
PFL,1998,MA,3,1,1005755,1.0
PFL,1998,MT,3,1,332023,
PFL,1998,PI,3,1,444037,1.0
PFL,1998,PR,3,1,2031268,1.0
PFL,1998,RJ,3,1,2256815,
PFL,1998,RN,3,1,462177,
PFL,1998,RO,3,1,161831,1.0
PFL,1998,SE,3,1,254121,
PFL,1998,TO,3,1,245434,1.0
PMDB,1998,AC,3,1,28767,
PMDB,1998,AP,3,1,39445,
PMDB,1998,CE,3,1,548509,
PMDB,1998,DF,3,1,391906,1.0
PMDB,1998,ES,3,1,133287,
PMDB,1998,GO,3,1,914035,
PMDB,1998,MG,3,1,3080925,1.0
PMDB,1998,PA,3,1,631024,
PMDB,1998,PB,3,1,877852,1.0
PMDB,1998,PE,3,1,1809705,1.0
PMDB,1998,PI,3,1,411985,
PMDB,1998,PR,3,1,1786168,
PMDB,1998,RN,3,1,560667,1.0
PMDB,1998,RO,3,1,157226,
PMDB,1998,RR,3,1,13840,
PMDB,1998,RS,3,1,2319302,
PMDB,1998,SC,3,1,561155,
PMDB,1998,SP,3,1,714097,
PMDB,1998,TO,3,1,132060,
PMN,1998,CE,3,1,18304,
PMN,1998,GO,3,1,6645,
PMN,1998,PB,3,1,11095,
PMN,1998,PI,3,1,15861,
PPB,1998,MA,3,1,401578,
PPB,1998,RO,3,1,18484,
PPB,1998,RR,3,1,57864,1.0
PPB,1998,SC,3,1,1429982,1.0
PPB,1998,SP,3,1,5351026,
PPS,1998,RJ,3,1,74154,
PPS,1998,RS,3,1,21636,
PRN,1998,AL,3,1,5267,
PRN,1998,AM,3,1,3272,
PRN,1998,MG,3,1,29842,
PRN,1998,RS,3,1,10949,
PRONA,1998,AC,3,1,2536,
PRONA,1998,BA,3,1,73289,
PRONA,1998,MG,3,1,69505,
PRONA,1998,MS,3,1,10489,
PRONA,1998,MT,3,1,3904,
PRONA,1998,PA,3,1,9142,
PRONA,1998,PR,3,1,51223,
PRONA,1998,RJ,3,1,63154,
PRONA,1998,RS,3,1,34590,
PRONA,1998,SP,3,1,68906,
PRONA,1998,TO,3,1,5561,
PRP,1998,MG,3,1,31873,
PRP,1998,PB,3,1,14090,
PRTB,1998,DF,3,1,457,
PRTB,1998,MT,3,1,2753,
PRTB,1998,RJ,3,1,7684,
PRTB,1998,SP,3,1,14406,
PSB,1998,AL,3,1,387021,1.0
PSB,1998,AP,3,1,71806,1.0
PSB,1998,ES,3,1,145547,
PSB,1998,PA,3,1,296595,
PSB,1998,PB,3,1,175234,
PSB,1998,PE,3,1,744202,
PSB,1998,SE,3,1,113727,
PSC,1998,PE,3,1,29680,
PSC,1998,RN,3,1,4865,
PSC,1998,RO,3,1,86171,
PSC,1998,SC,3,1,6420,
PSC,1998,SP,3,1,14853,
PSD,1998,ES,3,1,16187,
PSDB,1998,CE,3,1,1569110,1.0
PSDB,1998,DF,3,1,178212,
PSDB,1998,ES,3,1,723853,1.0
PSDB,1998,GO,3,1,946588,1.0
PSDB,1998,MG,3,1,2665501,
PSDB,1998,MS,3,1,309330,
PSDB,1998,MT,3,1,472409,1.0
PSDB,1998,PA,3,1,773469,1.0
PSDB,1998,PE,3,1,210706,
PSDB,1998,PI,3,1,131821,
PSDB,1998,RJ,3,1,1020765,
PSDB,1998,RR,3,1,48612,
PSDB,1998,SE,3,1,263751,1.0
PSDB,1998,SP,3,1,3813186,1.0
PSDC,1998,DF,3,1,607,
PSDC,1998,RJ,3,1,4515,
PSDC,1998,SP,3,1,24229,
PSL,1998,AL,3,1,11975,
PSL,1998,AM,3,1,390263,
PSL,1998,RJ,3,1,3507,
PSN,1998,PE,3,1,9552,
PSN,1998,RJ,3,1,5128,
PSN,1998,RN,3,1,6538,
PSN,1998,SE,3,1,5259,
PST,1998,RJ,3,1,3994,
PST,1998,SE,3,1,7724,
PSTU,1998,AL,3,1,2473,
PSTU,1998,AM,3,1,6382,
PSTU,1998,AP,3,1,826,
PSTU,1998,CE,3,1,18239,
PSTU,1998,DF,3,1,1842,
PSTU,1998,GO,3,1,12499,
PSTU,1998,MA,3,1,8296,
PSTU,1998,MG,3,1,25484,
PSTU,1998,PA,3,1,26165,
PSTU,1998,PB,3,1,9244,
PSTU,1998,PE,3,1,17722,
PSTU,1998,PI,3,1,11529,
PSTU,1998,PR,3,1,21757,
PSTU,1998,RJ,3,1,18756,
PSTU,1998,RN,3,1,8124,
PSTU,1998,SC,3,1,24330,
PSTU,1998,SE,3,1,12064,
PSTU,1998,SP,3,1,29033,
PT,1998,AC,3,1,112889,1.0
PT,1998,BA,3,1,524959,
PT,1998,CE,3,1,347671,
PT,1998,DF,3,1,426312,
PT,1998,GO,3,1,61355,
PT,1998,MA,3,1,97536,
PT,1998,MG,3,1,1122007,
PT,1998,MS,3,1,263350,1.0
PT,1998,MT,3,1,64619,
PT,1998,RN,3,1,75164,
PT,1998,RO,3,1,34607,
PT,1998,RR,3,1,1521,
PT,1998,RS,3,1,2295503,1.0
PT,1998,SC,3,1,386332,
PT,1998,SP,3,1,3738750,
PT,1998,TO,3,1,15034,
PT do B,1998,RJ,3,1,11283,
PTB,1998,AL,3,1,259463,
PTB,1998,MS,3,1,220362,
PV,1998,GO,3,1,7168,
PV,1998,MA,3,1,10569,
PV,1998,RJ,3,1,27266,
PV,1998,RS,3,1,7373,
PV,1998,SC,3,1,18588,
DEM,2014,AC,6,8,22198,
DEM,2014,AL,6,4,6402,
DEM,2014,AM,6,1,103904,1.0
DEM,2014,AP,6,3,4470,
DEM,2014,BA,6,20,578023,4.0
DEM,2014,CE,6,6,286063,1.0
DEM,2014,DF,6,1,155056,1.0
DEM,2014,ES,6,13,155322,
DEM,2014,GO,6,4,6346,
DEM,2014,MA,6,2,3314,
DEM,2014,MG,6,14,502363,2.0
DEM,2014,MS,6,4,67075,1.0
DEM,2014,MT,6,1,889,
DEM,2014,PA,6,9,230925,1.0
DEM,2014,PB,6,2,103560,1.0
DEM,2014,PE,6,1,88250,1.0
DEM,2014,PI,6,3,1174,
DEM,2014,PR,6,4,98666,
DEM,2014,RJ,6,28,90650,1.0
DEM,2014,RN,6,1,113722,1.0
DEM,2014,RO,6,2,9586,
DEM,2014,RR,6,1,451,
DEM,2014,RS,6,3,150153,1.0
DEM,2014,SC,6,3,121978,
DEM,2014,SE,6,2,44795,
DEM,2014,SP,6,12,857653,4.0
DEM,2014,TO,6,2,79125,1.0
PC do B,2014,AC,6,1,13738,
PC do B,2014,AM,6,1,58766,
PC do B,2014,AP,6,2,11168,
PC do B,2014,BA,6,3,273235,2.0
PC do B,2014,CE,6,3,136574,1.0
PC do B,2014,DF,6,1,6713,
PC do B,2014,ES,6,2,1376,
PC do B,2014,GO,6,1,34079,
PC do B,2014,MA,6,9,190064,1.0
PC do B,2014,MG,6,4,123584,1.0
PC do B,2014,MS,6,1,2061,
PC do B,2014,MT,6,3,3089,
PC do B,2014,PA,6,1,18474,
PC do B,2014,PB,6,1,3474,
PC do B,2014,PE,6,2,126279,1.0
PC do B,2014,PI,6,2,69714,
PC do B,2014,PR,6,5,104769,1.0
PC do B,2014,RJ,6,6,93055,1.0
PC do B,2014,RN,6,4,7408,
PC do B,2014,RO,6,2,8920,
PC do B,2014,RR,6,4,1822,
PC do B,2014,RS,6,11,188597,1.0
PC do B,2014,SC,6,1,87954,
PC do B,2014,SE,6,2,36583,
PC do B,2014,SP,6,3,200724,1.0
PCB,2014,AM,6,2,906,
PCB,2014,CE,6,1,4327,
PCB,2014,DF,6,1,343,
PCB,2014,ES,6,2,552,
PCB,2014,MA,6,4,1858,
PCB,2014,MG,6,10,10382,
PCB,2014,PA,6,2,638,
PCB,2014,PE,6,5,6150,
PCB,2014,PI,6,2,602,
PCB,2014,PR,6,1,2030,
PCB,2014,RJ,6,11,4480,
PCB,2014,RS,6,1,878,
PCB,2014,SC,6,1,858,
PCB,2014,SE,6,3,1086,
PCB,2014,SP,6,5,4155,
PCB,2014,TO,6,1,442,
PCO,2014,DF,6,1,707,
PCO,2014,MG,6,1,3306,
PCO,2014,PB,6,1,699,
PCO,2014,RJ,6,1,929,
PCO,2014,SP,6,5,2626,
PDT,2014,AC,6,1,11397,
PDT,2014,AL,6,1,88125,1.0
PDT,2014,AM,6,4,8082,
PDT,2014,AP,6,10,32923,1.0
PDT,2014,BA,6,8,177203,1.0
PDT,2014,CE,6,2,126927,1.0
PDT,2014,DF,6,11,36898,
PDT,2014,ES,6,11,204378,1.0
PDT,2014,GO,6,1,159122,1.0
PDT,2014,MA,6,15,272165,2.0
PDT,2014,MG,6,42,251273,2.0
PDT,2014,MS,6,4,60325,1.0
PDT,2014,MT,6,4,76054,
PDT,2014,PA,6,15,118667,
PDT,2014,PB,6,2,76910,1.0
PDT,2014,PE,6,4,123501,1.0
PDT,2014,PI,6,2,90906,
PDT,2014,PR,6,19,55034,
PDT,2014,RJ,6,47,248997,1.0
PDT,2014,RN,6,3,44489,
PDT,2014,RO,6,3,80636,1.0
PDT,2014,RR,6,7,18239,1.0
PDT,2014,RS,6,25,451162,3.0
PDT,2014,SC,6,2,23681,
PDT,2014,SE,6,3,3997,
PDT,2014,SP,6,49,433030,1.0
PEN,2014,AM,6,1,120,
PEN,2014,AP,6,4,1014,
PEN,2014,BA,6,23,75450,
PEN,2014,CE,6,8,10164,
PEN,2014,DF,6,1,78945,
PEN,2014,ES,6,3,4869,
PEN,2014,MA,6,11,130395,2.0
PEN,2014,MG,6,9,16328,
PEN,2014,MS,6,1,156,
PEN,2014,MT,6,2,6525,
PEN,2014,PA,6,10,6575,
PEN,2014,PI,6,2,1141,
PEN,2014,PR,6,11,7134,
PEN,2014,RJ,6,55,99158,
PEN,2014,RN,6,2,8194,
PEN,2014,RO,6,1,1000,
PEN,2014,RR,6,1,6513,
PEN,2014,RS,6,12,6844,
PEN,2014,SE,6,2,2664,
PEN,2014,SP,6,63,193031,
PHS,2014,AC,6,1,5871,
PHS,2014,AL,6,1,1577,
PHS,2014,AM,6,2,18988,
PHS,2014,AP,6,1,452,
PHS,2014,BA,6,7,1479,
PHS,2014,CE,6,2,113915,1.0
PHS,2014,DF,6,4,6454,
PHS,2014,ES,6,2,16338,
PHS,2014,MA,6,2,12945,
PHS,2014,MG,6,16,195635,1.0
PHS,2014,MS,6,10,7872,
PHS,2014,MT,6,6,3730,
PHS,2014,PA,6,2,3012,
PHS,2014,PB,6,2,6012,
PHS,2014,PE,6,9,77249,1.0
PHS,2014,PI,6,7,9083,
PHS,2014,PR,6,9,92687,1.0
PHS,2014,RJ,6,65,131384,
PHS,2014,RN,6,9,26731,
PHS,2014,RO,6,1,456,
PHS,2014,RR,6,1,6733,1.0
PHS,2014,RS,6,6,1992,
PHS,2014,SC,6,1,2596,
PHS,2014,SE,6,1,494,
PHS,2014,SP,6,69,160981,
PHS,2014,TO,6,2,8006,
PMDB,2014,AC,6,2,38711,2.0
PMDB,2014,AL,6,12,178588,1.0
PMDB,2014,AM,6,4,197811,1.0
PMDB,2014,AP,6,5,37003,1.0
PMDB,2014,BA,6,11,305726,1.0
PMDB,2014,CE,6,12,622060,3.0
PMDB,2014,DF,6,6,115463,1.0
PMDB,2014,ES,6,4,153637,1.0
PMDB,2014,GO,6,11,394717,2.0
PMDB,2014,MA,6,10,422530,2.0
PMDB,2014,MG,6,27,780167,6.0
PMDB,2014,MS,6,13,335074,2.0
PMDB,2014,MT,6,4,121550,1.0
PMDB,2014,PA,6,11,437085,3.0
PMDB,2014,PB,6,8,417289,3.0
PMDB,2014,PE,6,2,227514,1.0
PMDB,2014,PI,6,3,190095,1.0
PMDB,2014,PR,6,17,707475,4.0
PMDB,2014,RJ,6,32,1182432,8.0
PMDB,2014,RN,6,2,224194,1.0
PMDB,2014,RO,6,11,201610,3.0
PMDB,2014,RR,6,2,15632,1.0
PMDB,2014,RS,6,30,932724,5.0
PMDB,2014,SC,6,11,789168,5.0
PMDB,2014,SE,6,3,82962,1.0
PMDB,2014,SP,6,83,746340,2.0
PMDB,2014,TO,6,4,217395,3.0
PMN,2014,AC,6,1,668,
PMN,2014,AL,6,4,8202,
PMN,2014,AM,6,3,3000,
PMN,2014,AP,6,1,809,
PMN,2014,BA,6,1,2512,
PMN,2014,CE,6,4,13147,
PMN,2014,DF,6,2,29626,
PMN,2014,ES,6,2,874,
PMN,2014,MA,6,8,41846,
PMN,2014,MG,6,18,147539,1.0
PMN,2014,MS,6,1,2648,
